gene_id	eligible_untrimmed	eligible_trimmed	gap_untrimmed	gap_trimmed	length_untrimmed	length_trimmed	pis_untrimmed	pis_trimmed	occupancy_untrimmed	occupancy_trimmed	became_eligible	became_excluded	retained_length_fraction	pis_retained_fraction
EOG09263UWJ	True	True	0.1500564652738565	0.0103249830737982	506	422	148	146	1.0	1.0	False	False	0.83399209486166	0.9864864864864865
EOG09263V60	True	True	0.1666666666666666	0.0343580470162748	372	316	132	131	1.0	1.0	False	False	0.8494623655913979	0.9924242424242424
EOG09263VOP	False	True	0.6352339181286549	0.016320474777448	1140	337	209	202	0.8571428571428571	0.8571428571428571	True	False	0.2956140350877193	0.9665071770334929
EOG09263W48	True	True	0.4162274618585298	0.0184590690208667	515	267	171	154	1.0	1.0	False	False	0.5184466019417475	0.9005847953216374
EOG09263W7L	False	True	0.7779901258162127	0.02252892226507	2415	379	154	149	0.9285714285714286	0.9285714285714286	True	False	0.15693581780538302	0.9675324675324676
EOG09263WB5	True	True	0.1561130587204207	0.0202205882352941	652	544	214	209	1.0	1.0	False	False	0.8343558282208589	0.9766355140186916
EOG09263WLB	True	True	0.1029556650246305	0.0254578754578754	435	390	132	128	1.0	1.0	False	False	0.896551724137931	0.9696969696969697
EOG09263WM5	True	True	0.2358771060455897	0.1943818536878473	1009	951	313	313	1.0	1.0	False	False	0.9425173439048563	1.0
EOG09263WSS	True	True	0.1898634453781512	0.0601996257018091	272	229	45	45	1.0	1.0	False	False	0.8419117647058824	1.0
EOG09263WWI	True	True	0.170807453416149	0.0005537098560354	322	258	91	88	1.0	1.0	False	False	0.8012422360248447	0.967032967032967
EOG09263WZ2	True	True	0.1372976904891798	0.0142610198789974	423	356	114	108	0.9285714285714286	0.9285714285714286	False	False	0.8416075650118203	0.9473684210526315
EOG09263X0V	True	True	0.1509941329856584	0.0173102529960053	944	751	412	373	0.9285714285714286	0.9285714285714286	False	False	0.7955508474576272	0.9053398058252428
EOG09263X1F	True	True	0.0209330143540669	0.0097294010337488	304	299	60	60	0.7857142857142857	0.7857142857142857	False	False	0.9835526315789473	1.0
EOG09263X22	True	True	0.1126126126126126	0.0017123287671232	333	292	101	101	0.8571428571428571	0.8571428571428571	False	False	0.8768768768768769	1.0
EOG09263X4B	True	True	0.0218253968253968	0.0068389057750759	288	282	66	65	1.0	1.0	False	False	0.9791666666666666	0.9848484848484849
EOG09263XN3	True	True	0.2805077805077805	0.0042735042735042	407	273	88	86	0.8571428571428571	0.8571428571428571	False	False	0.6707616707616708	0.9772727272727273
EOG09263XVS	True	True	0.1970443349753694	0.0096153846153846	609	468	298	282	1.0	1.0	False	False	0.7684729064039408	0.9463087248322147
EOG09263XZN	True	True	0.4832848837209302	0.0046703296703296	688	260	90	68	1.0	1.0	False	False	0.37790697674418605	0.7555555555555555
EOG09263Y3L	True	True	0.0372280780444045	0.0069930069930069	343	330	128	126	0.9285714285714286	0.9285714285714286	False	False	0.9620991253644315	0.984375
EOG09263YBT	True	True	0.2692839847803528	0.0134199134199134	826	495	428	324	1.0	1.0	False	False	0.5992736077481841	0.7570093457943925
EOG09263YFH	True	True	0.0490442655935613	0.0007995735607675	284	268	100	99	1.0	1.0	False	False	0.9436619718309859	0.99
EOG09263YFX	True	True	0.1788168258756494	0.018087318087318	459	370	157	151	0.9285714285714286	0.9285714285714286	False	False	0.8061002178649237	0.9617834394904459
EOG09263YUI	True	True	0.1269409937888198	0.0255885363357216	1104	977	575	574	1.0	1.0	False	False	0.884963768115942	0.9982608695652174
EOG09263Z41	True	True	0.3570586501620984	0.0053217223028543	522	318	131	131	0.9285714285714286	0.9285714285714286	False	False	0.6091954022988506	1.0
EOG09263Z8I	True	True	0.0460448642266824	0.0075187969924812	242	228	53	53	0.5	0.5	False	False	0.9421487603305785	1.0
EOG09263ZBF	True	True	0.1650392950702548	0.0014736221632773	323	261	54	54	0.9285714285714286	0.9285714285714286	False	False	0.8080495356037152	1.0
EOG09263ZBJ	True	True	0.3676573426573427	0.0702702702702702	440	185	178	98	0.9285714285714286	0.9285714285714286	False	False	0.42045454545454547	0.550561797752809
EOG09263ZSC	True	True	0.1942633637548891	0.020292590844738	413	326	159	158	0.9285714285714286	0.9285714285714286	False	False	0.7893462469733656	0.9937106918238994
EOG09263ZW6	True	True	0.1626373626373626	0.0241854215653342	280	229	81	77	0.9285714285714286	0.9285714285714286	False	False	0.8178571428571428	0.9506172839506173
EOG0926400M	True	True	0.2013743080740599	0.0007444168734491	403	310	93	91	0.9285714285714286	0.9285714285714286	False	False	0.7692307692307693	0.978494623655914
EOG0926407T	True	True	0.125	0.0042989417989417	296	252	92	89	0.8571428571428571	0.8571428571428571	False	False	0.8513513513513513	0.967391304347826
EOG092640BS	True	True	0.3735758106923751	0.0058270676691729	652	380	161	155	1.0	1.0	False	False	0.5828220858895705	0.9627329192546584
EOG092640ET	True	True	0.024390243902439	0.0012321774335504	451	437	128	126	0.9285714285714286	0.9285714285714286	False	False	0.9689578713968958	0.984375
EOG092640IZ	True	True	0.0358470525756771	0.0016547159404302	269	259	97	97	1.0	1.0	False	False	0.9628252788104089	1.0
EOG092640PR	True	True	0.2629642020742723	0.0242713807931199	2135	1495	824	768	1.0	1.0	False	False	0.7002341920374707	0.9320388349514563
EOG092640WA	False	True	0.7310668877833056	0.0544294294294294	1608	296	116	115	0.6428571428571429	0.6428571428571429	True	False	0.18407960199004975	0.9913793103448276
EOG092640ZF	True	True	0.1991596638655462	0.0025	255	200	35	35	1.0	1.0	False	False	0.7843137254901961	1.0
EOG0926419M	True	True	0.0826161790017211	0.0019175455417066	332	298	79	73	1.0	1.0	False	False	0.8975903614457831	0.9240506329113924
EOG092641A6	True	True	0.069429298436932	0.0084846093133385	393	362	160	157	1.0	1.0	False	False	0.9211195928753181	0.98125
EOG092641G3	True	True	0.119605219136835	0.0145538108004595	427	373	113	113	1.0	1.0	False	False	0.8735362997658079	1.0
EOG092641K1	True	True	0.0821596244131455	0.0062916358253145	213	193	76	73	1.0	1.0	False	False	0.9061032863849765	0.9605263157894737
EOG092641M3	True	True	0.0386904761904761	0.0	288	276	46	46	1.0	1.0	False	False	0.9583333333333334	1.0
EOG092641UM	True	True	0.2773410799726589	0.0118635689569945	418	289	127	120	1.0	1.0	False	False	0.6913875598086124	0.9448818897637795
EOG0926420U	True	True	0.0975780975780975	0.0023677979479084	407	362	160	158	1.0	1.0	False	False	0.8894348894348895	0.9875
EOG0926423H	True	True	0.1241970021413276	0.0099383820314052	467	387	209	195	0.9285714285714286	0.9285714285714286	False	False	0.828693790149893	0.9330143540669856
EOG0926425H	True	True	0.0871794871794871	0.0007654037504783	225	201	84	79	0.9285714285714286	0.9285714285714286	False	False	0.8933333333333333	0.9404761904761905
EOG09264272	True	True	0.0240998838559814	0.0008965929468021	246	239	74	74	1.0	1.0	False	False	0.9715447154471545	1.0
EOG092642CB	True	True	0.1137489677952105	0.0002357378595002	346	303	119	119	1.0	1.0	False	False	0.8757225433526011	1.0
EOG092642I5	True	True	0.4438325991189427	0.0003020235578375	908	473	207	206	1.0	1.0	False	False	0.5209251101321586	0.9951690821256038
EOG092642UD	True	True	0.1257861635220125	0.0042643923240938	477	402	213	203	1.0	1.0	False	False	0.8427672955974843	0.9530516431924883
EOG0926431P	True	True	0.0333333333333333	0.0005515719801434	270	259	68	66	1.0	1.0	False	False	0.9592592592592593	0.9705882352941176
EOG09264331	True	True	0.3712430426716141	0.0596480763495377	770	479	245	245	1.0	1.0	False	False	0.6220779220779221	1.0
EOG0926436T	True	True	0.0304014167650531	0.0	242	234	79	79	1.0	1.0	False	False	0.9669421487603306	1.0
EOG09264398	True	True	0.0500373412994772	0.0	309	292	135	135	0.9285714285714286	0.9285714285714286	False	False	0.9449838187702265	1.0
EOG092643IE	True	True	0.0797455968688845	0.0057034220532319	292	263	113	106	1.0	1.0	False	False	0.9006849315068494	0.9380530973451328
EOG092643JW	False	True	0.709841628959276	0.0102993241068554	1768	239	197	109	0.9285714285714286	0.9285714285714286	True	False	0.1351809954751131	0.5532994923857868
EOG092643NE	True	True	0.4366732804232804	0.0146862483311081	432	214	160	142	1.0	1.0	False	False	0.49537037037037035	0.8875
EOG092643QM	True	True	0.1820652173913043	0.017	322	250	91	90	0.5714285714285714	0.5714285714285714	False	False	0.7763975155279503	0.989010989010989
EOG092643QW	True	True	0.1737891737891738	0.0136191677175283	378	305	88	84	0.9285714285714286	0.9285714285714286	False	False	0.8068783068783069	0.9545454545454546
EOG092643S6	False	True	0.7192177900839318	0.0294719607040523	1651	349	209	197	1.0	1.0	True	False	0.2113870381586917	0.9425837320574163
EOG092643VB	True	True	0.206187707641196	0.0413113006396588	344	268	97	88	1.0	1.0	False	False	0.7790697674418605	0.9072164948453608
EOG092643Y5	True	True	0.2414712153518123	0.0044798407167745	402	287	141	133	1.0	1.0	False	False	0.7139303482587065	0.9432624113475178
EOG09264441	True	True	0.0692041522491349	0.0051020408163265	289	266	73	70	1.0	1.0	False	False	0.9204152249134948	0.958904109589041
EOG0926448Q	False	True	0.6463162557212461	0.00431344356578	1042	214	112	105	0.9285714285714286	0.9285714285714286	True	False	0.2053742802303263	0.9375
EOG092644DY	True	True	0.4837828610447252	0.1348588120740019	2929	790	1007	530	0.9285714285714286	0.9285714285714286	False	False	0.2697166268350973	0.5263157894736842
EOG092644K0	True	True	0.2254658385093167	0.0047248471372984	345	257	118	116	1.0	1.0	False	False	0.744927536231884	0.9830508474576272
EOG092644N1	True	True	0.1829453441295546	0.0080128205128205	304	240	111	108	0.9285714285714286	0.9285714285714286	False	False	0.7894736842105263	0.972972972972973
EOG092644O2	False	True	0.6930883864337102	0.0002903600464576	1112	246	29	29	1.0	1.0	True	False	0.22122302158273383	1.0
EOG092644TW	True	True	0.0339147286821705	0.0206692913385826	258	254	70	70	0.8571428571428571	0.8571428571428571	False	False	0.9844961240310077	1.0
EOG092644WX	True	True	0.1938502673796791	0.0048923679060665	374	292	69	68	1.0	1.0	False	False	0.7807486631016043	0.9855072463768116
EOG092644X6	True	True	0.1567805491511213	0.0382085020242915	367	304	79	72	0.9285714285714286	0.9285714285714286	False	False	0.8283378746594006	0.9113924050632911
EOG092644Z6	True	True	0.015234375	0.0027777777777777	256	252	60	60	0.7142857142857143	0.7142857142857143	False	False	0.984375	1.0
EOG092644ZU	True	True	0.0312124849939975	0.0037267080745341	238	230	85	85	1.0	1.0	False	False	0.9663865546218487	1.0
EOG0926457R	False	True	0.6443294447855451	0.0011611030478955	877	265	58	58	0.9285714285714286	0.9285714285714286	True	False	0.30216647662485746	1.0
EOG0926458I	True	True	0.096938775510204	0.0002726281352235	294	262	77	77	1.0	1.0	False	False	0.891156462585034	1.0
EOG092645G0	True	True	0.0744830827067669	0.0038265306122448	304	280	26	26	1.0	1.0	False	False	0.9210526315789473	1.0
EOG092645L9	True	True	0.2365607365607365	0.166005291005291	481	432	160	160	1.0	1.0	False	False	0.8981288981288982	1.0
EOG092645LS	True	True	0.123497997329773	0.020244461420932	214	187	63	59	1.0	1.0	False	False	0.8738317757009346	0.9365079365079365
EOG092645MK	True	True	0.0749414519906323	0.0061649659863945	366	336	115	115	1.0	1.0	False	False	0.9180327868852459	1.0
EOG092645OU	True	True	0.0054325955734406	0.0006070416835289	355	353	28	28	1.0	1.0	False	False	0.9943661971830986	1.0
EOG092645QN	True	True	0.0989399293286219	0.0065616797900262	283	254	26	26	0.8571428571428571	0.8571428571428571	False	False	0.8975265017667845	1.0
EOG092645TJ	True	True	0.2522648083623693	0.0070456754130223	410	294	168	167	1.0	1.0	False	False	0.7170731707317073	0.9940476190476191
EOG092645U1	True	True	0.2263636363636363	0.0105094406840042	550	401	246	236	1.0	1.0	False	False	0.7290909090909091	0.959349593495935
EOG092646C6	False	False	0.0	0.0	1789	1789	0	0	0.0714285714285714	0.0714285714285714	False	False	1.0	
EOG092646CB	True	True	0.0622360248447204	0.0081594435527019	575	534	216	213	1.0	1.0	False	False	0.928695652173913	0.9861111111111112
EOG092646EZ	True	True	0.188235294117647	0.0225060827250608	340	274	84	82	0.8571428571428571	0.8571428571428571	False	False	0.8058823529411765	0.9761904761904762
EOG092646PE	True	True	0.3556575749392384	0.0209956709956709	529	330	157	155	1.0	1.0	False	False	0.6238185255198487	0.9872611464968153
EOG092646VF	False	True	0.7737280989412536	0.0175489909330213	1642	263	90	85	0.9285714285714286	0.9285714285714286	True	False	0.16017052375152252	0.9444444444444444
EOG092646WF	True	True	0.2630124366651313	0.0033061494379545	501	349	195	190	0.9285714285714286	0.9285714285714286	False	False	0.6966067864271457	0.9743589743589743
EOG09264719	True	True	0.1533811016569637	0.0	319	266	67	67	1.0	1.0	False	False	0.8338557993730408	1.0
EOG0926477X	True	True	0.0376068376068376	0.0041580041580041	270	259	78	76	0.9285714285714286	0.9285714285714286	False	False	0.9592592592592593	0.9743589743589743
EOG092647CM	True	True	0.324723937862624	0.0415954415954415	411	270	140	132	0.9285714285714286	0.9285714285714286	False	False	0.656934306569343	0.9428571428571428
EOG092647L7	True	True	0.1628838451268358	0.0005411255411255	321	264	23	22	1.0	1.0	False	False	0.822429906542056	0.9565217391304348
EOG09264829	True	True	0.1823886639676113	0.0830021042787	380	329	183	181	0.9285714285714286	0.9285714285714286	False	False	0.8657894736842106	0.9890710382513661
EOG0926484N	True	True	0.1938937351308485	0.0214248838409912	388	298	132	121	0.9285714285714286	0.9285714285714286	False	False	0.7680412371134021	0.9166666666666666
EOG09264873	True	True	0.1958010041077133	0.0066244239631336	313	248	90	89	1.0	1.0	False	False	0.792332268370607	0.9888888888888889
EOG09264881	True	True	0.1142213642213642	0.0156288156288156	666	585	162	157	1.0	1.0	False	False	0.8783783783783784	0.9691358024691358
EOG0926489S	False	True	0.6289168278529981	0.017800381436745	940	286	77	74	0.7857142857142857	0.7857142857142857	True	False	0.30425531914893617	0.961038961038961
EOG092648K5	True	True	0.0263835263835263	0.0029900332225913	222	215	52	52	1.0	1.0	False	False	0.9684684684684685	1.0
EOG092648LP	True	True	0.0599925009373828	0.0016051364365971	381	356	184	184	1.0	1.0	False	False	0.9343832020997376	1.0
EOG092648O6	True	True	0.3179199078075482	0.00823335685721	534	327	154	148	0.9285714285714286	0.9285714285714286	False	False	0.6123595505617978	0.961038961038961
EOG092648Q0	True	True	0.0068989306657468	0.0006961364427427	223	221	8	8	0.9285714285714286	0.9285714285714286	False	False	0.9910313901345291	1.0
EOG092648U2	False	True	0.6560484658979872	0.2288170282439623	1462	349	170	74	1.0	1.0	True	False	0.2387140902872777	0.43529411764705883
EOG092648VW	True	True	0.3002159827213823	0.0571428571428571	463	315	109	96	1.0	1.0	False	False	0.6803455723542117	0.8807339449541285
EOG092648XW	True	True	0.1865889212827988	0.0013178703215603	343	271	94	93	1.0	1.0	False	False	0.7900874635568513	0.9893617021276596
EOG09264903	True	True	0.0283116883116883	0.0042803638309256	275	267	14	14	1.0	1.0	False	False	0.9709090909090909	1.0
EOG09264904	True	True	0.0227920227920227	0.0019474196689386	243	237	88	88	0.9285714285714286	0.9285714285714286	False	False	0.9753086419753086	1.0
EOG0926499W	True	True	0.2099372683205018	0.0433255269320843	1002	793	423	410	1.0	1.0	False	False	0.7914171656686627	0.9692671394799054
EOG092649QJ	True	True	0.1899641577060931	0.0088095238095238	465	350	229	213	0.8571428571428571	0.8571428571428571	False	False	0.7526881720430108	0.9301310043668122
EOG092649VA	True	True	0.0986813186813186	0.006516290726817	325	285	147	145	1.0	1.0	False	False	0.8769230769230769	0.9863945578231292
EOG092649VG	True	True	0.0425785913251094	0.017396643471142	359	349	94	94	1.0	1.0	False	False	0.9721448467966574	1.0
EOG092649XV	True	True	0.138357117995127	0.0422479075328816	442	386	199	196	0.9285714285714286	0.9285714285714286	False	False	0.8733031674208145	0.9849246231155779
EOG09264A2D	True	True	0.4618093174431202	0.0236891136545115	568	289	125	123	0.9285714285714286	0.9285714285714286	False	False	0.5088028169014085	0.984
EOG09264A8D	True	True	0.0956521739130434	0.0321722302854378	345	318	133	133	0.9285714285714286	0.9285714285714286	False	False	0.9217391304347826	1.0
EOG09264ABT	True	True	0.1179717143842704	0.0020242914979757	223	190	86	86	0.9285714285714286	0.9285714285714286	False	False	0.852017937219731	1.0
EOG09264AWW	True	True	0.5233895705521472	0.0053418803418803	652	234	163	136	0.8571428571428571	0.8571428571428571	False	False	0.3588957055214724	0.8343558282208589
EOG09264B2P	True	True	0.1250919793966151	0.0078857630008525	453	391	162	161	0.8571428571428571	0.8571428571428571	False	False	0.8631346578366446	0.9938271604938271
EOG09264B2X	True	True	0.1877277085330776	0.0218855218855218	745	594	178	168	1.0	1.0	False	False	0.7973154362416107	0.9438202247191011
EOG09264B3O	True	True	0.4309298590041049	0.0153142052455553	862	437	192	186	0.9285714285714286	0.9285714285714286	False	False	0.5069605568445475	0.96875
EOG09264B74	False	True	0.6936478155990351	0.018008903278025	1599	353	271	224	1.0	1.0	True	False	0.22076297686053784	0.8265682656826568
EOG09264BIX	True	True	0.2089008248609246	0.0093316519546027	401	305	147	140	0.9285714285714286	0.9285714285714286	False	False	0.7605985037406484	0.9523809523809523
EOG09264BJC	True	True	0.0930563460443938	0.0113278791692888	251	227	51	50	1.0	1.0	False	False	0.9043824701195219	0.9803921568627451
EOG09264BOA	True	True	0.1109607577807848	0.0118296529968454	739	634	381	356	1.0	1.0	False	False	0.857916102841678	0.9343832020997376
EOG09264BWL	True	True	0.2322551662174303	0.0272838749233599	318	233	149	138	1.0	1.0	False	False	0.7327044025157232	0.9261744966442953
EOG09264C3N	False	True	0.6936671575846833	0.0117710005350454	1067	267	123	117	1.0	1.0	True	False	0.25023430178069356	0.9512195121951219
EOG09264C3V	True	True	0.3520278833967047	0.0341701534170153	789	478	267	255	0.8571428571428571	0.8571428571428571	False	False	0.605830164765526	0.9550561797752809
EOG09264CA0	True	True	0.1015406162464986	0.0122145512480084	306	269	162	156	1.0	1.0	False	False	0.8790849673202614	0.9629629629629629
